Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Test_Duration,Response,Reference_Intervals
Human,6,1,3,160,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,3,161,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,3,162,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,3,163,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,6,1,3,164,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,3,165,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,3,166,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,3,167,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,3,168,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,3,169,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,3,170,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,3,171,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,3,172,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,3,173,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,3,174,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,3,175,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,3,176,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,3,177,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,3,178,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,3,179,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,3,180,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,3,181,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,3,182,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,3,183,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,3,184,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,3,185,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,3,186,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,6,1,3,187,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,3,188,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,3,189,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,3,190,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,6,1,3,191,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,3,192,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,3,193,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,3,194,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,3,195,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,3,196,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,6,1,3,197,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,3,198,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,4,199,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,4,200,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,4,201,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,4,202,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,4,203,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,4,204,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,4,205,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,4,206,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,6,1,4,207,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,4,208,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,6,1,4,209,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,4,210,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,4,211,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,4,212,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,4,213,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,4,214,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,4,215,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,4,216,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,4,217,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,4,218,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,4,219,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,4,220,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,4,221,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,6,1,4,222,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,4,223,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,4,224,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,4,225,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,6,1,4,226,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,4,227,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,4,228,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,4,229,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,4,230,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,4,231,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,4,232,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,6,1,4,233,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,4,234,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,4,235,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,4,236,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,4,237,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,4,238,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,4,239,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,4,240,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,4,241,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,4,242,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,4,243,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,4,244,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,4,245,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,6,1,4,246,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,4,247,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,4,248,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,4,249,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,4,250,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,4,251,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,4,252,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,4,253,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,4,254,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,4,255,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,6,1,4,256,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,4,257,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,4,258,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,4,259,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,4,260,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,4,261,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,4,262,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,4,263,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,4,264,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,4,265,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,4,266,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,4,267,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,4,268,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,4,269,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,4,270,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,4,271,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,4,272,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,4,273,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,274,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,275,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,5,276,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,277,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,5,278,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,5,279,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,5,280,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,5,281,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,5,282,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,283,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,284,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,6,1,5,285,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,6,1,5,286,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,5,287,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,5,288,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,6,1,5,289,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,5,290,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,291,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,292,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,293,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,5,294,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,5,295,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,296,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,297,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,5,298,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,6,1,5,299,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,6,1,5,300,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,5,301,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,5,302,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,303,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,304,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,305,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,5,306,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,307,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,308,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,5,309,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,310,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,6,1,5,311,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,312,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,5,313,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,5,314,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,315,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,5,316,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,6,1,5,317,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,5,318,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,5,319,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,320,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,5,321,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,322,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,5,323,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,5,324,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,5,325,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,326,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,327,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,328,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,5,329,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,330,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,5,331,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,5,332,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,5,333,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,6,1,5,334,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,5,335,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,336,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,5,337,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,338,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,6,1,5,339,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,5,340,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,5,341,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,342,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,5,343,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,5,344,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,5,345,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,346,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,5,347,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,5,348,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,6,1,5,349,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,350,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,5,351,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,5,352,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,353,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,6,354,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,6,355,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,6,356,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,6,357,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,358,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,359,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,360,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,361,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,6,362,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,6,363,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,6,364,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,6,1,6,365,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,6,366,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,367,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,368,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,6,369,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,370,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,371,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,372,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,6,373,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,374,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,375,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,6,376,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,6,1,6,377,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,6,378,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,6,379,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,6,1,6,380,Visual,TB,1;1.5;2;2.5;3;3.5,1,L,1;3.5
Human,6,1,6,381,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,6,382,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,383,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,384,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,6,385,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,386,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,6,387,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,6,388,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,6,389,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,390,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,6,391,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,6,392,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,6,393,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,394,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,6,395,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,6,396,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,397,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,6,398,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,6,1,6,399,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,6,400,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,401,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,402,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,6,403,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,6,404,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,405,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,406,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,407,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,6,408,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,6,409,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,S,1;3.5
Human,6,1,6,410,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,6,411,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,6,412,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,413,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,6,1,6,414,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,6,415,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,6,416,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,417,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,6,418,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,6,419,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,6,420,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,6,421,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,422,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,6,423,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,6,424,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,6,425,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,426,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,427,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,6,428,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,429,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,6,430,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,6,431,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,7,432,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,7,433,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,7,434,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,7,435,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,6,1,7,436,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,7,437,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,7,438,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,7,439,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,6,1,7,440,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,7,441,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,7,442,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,7,443,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,7,444,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,7,445,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,7,446,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,7,447,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,7,448,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,6,1,7,449,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,6,1,7,450,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,7,451,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,7,452,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,6,1,7,453,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,6,1,7,454,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,6,1,7,455,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
